Time:20:00,Helsingborg,Hacken,3.20,3.10,1.67,
Time:20:00,Nordsjaelland,Randers FC,1.90,3.25,2.50,
Time:21:00,Roda,Telstar,1.70,3.30,2.85,
Time:21:00,Clinceni,Steaua Bucuresti,4.75,3.40,1.40,
Time:21:30,St. Pauli,Nürnberg,2.15,2.95,2.30,
Time:21:45,Guingamp,Auxerre,1.90,2.60,3.00,
Time:21:45,Beveren,KV Oostende,3.30,3.40,1.55,
Time:22:00,Jong AZ,Volendam,2.70,3.30,1.80,
Time:22:00,Leeds Utd,Wolverhampton,2.15,3.00,2.60,
Time:22:15,Boavista,Guimaraes,3.10,2.75,1.80 .
